Operator name,cluster,Sub-cluster,line,Because,alternative,Signage,Station arrangements,Station number,Station name,Activity at the station,Name of first download station,Distance from previous station,Distance from departure station,Travel time from departure station,Long,Lat,City,Street,No. Home
Superbus,The valleys,Yokneam,191,1,0,191,12,40916,Kiryat Tivon / Alonim Junction,Collect and download,Zionism Square,366,7628,17.18333244,35.125122,32.712735,Kiryat Tiv'on,The oaks,-
Superbus,The valleys,Yokneam,191,1,0,191,13,41824,Zionism Square,Collect and download,JNF / Rabin,135,7763,17.76666641,35.124548,32.711643,Kiryat Tiv'on,Yitzhak Rabin,-
Superbus,The valleys,Yokneam,191,1,0,191,14,41624,JNF / Rabin,Collect and download,Kiryat Amal School / JNF,101,7864,18.11666679,35.123626,32.711396,Kiryat Tiv'on,KKL,4
Superbus,The valleys,Yokneam,191,1,0,191,15,41625,Kiryat Amal School / JNF,Collect and download,Kakel / Yigal Alon,179,8043,18.81666756,35.121919,32.710757,Kiryat Tiv'on,KKL,14
Superbus,The valleys,Yokneam,191,1,0,191,16,40909,Kakel / Yigal Alon,Collect and download,KKL / The Valley,368,8411,20.06666756,35.118858,32.712333,Kiryat Tiv'on,KKL,40
Superbus,The valleys,Yokneam,191,1,0,191,17,40908,KKL / The Valley,Collect and download,Yitzhak Rabin / Yitzhak Sadeh,235,8646,21.26666641,35.116435,32.711913,Kiryat Tiv'on,KKL,68
Superbus,The valleys,Yokneam,191,1,0,191,18,42168,Yitzhak Rabin / Yitzhak Sadeh,Collect and download,Mordechai Gur / Yitzhak Rabin,327,8973,22.26666641,35.115914,32.709938,Kiryat Tiv'on,Yitzhak Rabin,15
Superbus,The valleys,Yokneam,191,1,0,191,19,42584,Mordechai Gur / Yitzhak Rabin,Collect and download,Kfar Tikva / Mordechai Mota Gur branch,261,9234,22.83333397,35.116087,32.707848,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,1,0,191,20,47040,Kfar Tikva / Mordechai Mota Gur branch,Collect and download,Rotem / The Rubber,314,9548,23.53333282,35.114325,32.705447,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,1,0,191,21,42604,Rotem / The Rubber,Collect and download,Rotem / The Colorful,859,10407,25.39999962,35.11063,32.699948,Kiryat Tiv'on,Rotem,25
Superbus,The valleys,Yokneam,191,1,0,191,22,46931,Rotem / The Colorful,Collect and download,Rotem / Deborah the prophetess,142,10549,25.71666718,35.109116,32.699925,Kiryat Tiv'on,Rotem,-
Superbus,The valleys,Yokneam,191,1,0,191,23,42443,Rotem / Deborah the prophetess,Collect and download,Herzl / Nahal Kedumim,252,10801,26.26666641,35.106431,32.699848,Kiryat Tiv'on,Rotem,1
Superbus,The valleys,Yokneam,191,1,0,191,24,46936,Herzl / Nahal Kedumim,Collect and download,Herzl b,140,10941,26.73333359,35.106326,32.698992,Kiryat Tiv'on,Nahal Kedumim,-
Superbus,The valleys,Yokneam,191,1,0,191,25,42590,Herzl b,Collect and download,Herzl b,299,11240,27.93333244,35.107391,32.696552,Kiryat Tiv'on,Benjamin Ze'ev Herzl,26
Superbus,The valleys,Yokneam,191,1,0,191,26,47995,Herzl b,Collect and download,Herzl / Henrietta Szold,225,11465,28.83333397,35.107982,32.694585,Kiryat Tiv'on,Benjamin Ze'ev Herzl,44
Superbus,The valleys,Yokneam,191,1,0,191,27,46935,Herzl / Henrietta Szold,Collect and download,Community Center / Henrietta Szold,284,11749,29.96666718,35.108908,32.692148,Kiryat Tiv'on,Benjamin Ze'ev Herzl,68
Superbus,The valleys,Yokneam,191,1,0,191,28,41928,Community Center / Henrietta Szold,Collect and download,Ma'ale Avshalom / Colorful,212,11961,30.58333397,35.109579,32.690562,Kiryat Tiv'on,Henrietta Szold,14
Superbus,The valleys,Yokneam,191,1,0,191,29,42591,Ma'ale Avshalom / Colorful,Collect and download,'Ma'ale Avshalom a,333,12294,31.51666641,35.111034,32.690626,Kiryat Tiv'on,Ma'ale Avshalom,10
Superbus,The valleys,Yokneam,191,1,0,191,30,46933,'Ma'ale Avshalom a,Collect and download,'Ma'ale Avshalom b,223,12517,32.40000153,35.110988,32.692363,Kiryat Tiv'on,Ma'ale Avshalom,18
Superbus,The valleys,Yokneam,191,1,0,191,31,42592,'Ma'ale Avshalom b,Collect and download,'Ma'ale Avshalom c,115,12632,32.86666489,35.11028,32.693197,Kiryat Tiv'on,Ma'ale Avshalom,30
Superbus,The valleys,Yokneam,191,1,0,191,32,46932,'Ma'ale Avshalom c,Collect and download,'Ma'ale Avshalom d,326,12958,34.16666794,35.10919,32.695945,Kiryat Tiv'on,Ma'ale Avshalom,50
Superbus,The valleys,Yokneam,191,1,0,191,33,46929,'Ma'ale Avshalom d,Collect and download,'Ma'ale Avshalom and,246,13204,35.03333282,35.110111,32.697686,Kiryat Tiv'on,Ma'ale Avshalom,60
Superbus,The valleys,Yokneam,191,1,0,191,34,46928,'Ma'ale Avshalom and,Collect and download,Kfar Tikva / Mordechai Mota Gur branch,397,13601,36.75,35.11222,32.700552,Kiryat Tiv'on,Ma'ale Avshalom,-
Superbus,The valleys,Yokneam,191,1,0,191,35,47039,Kfar Tikva / Mordechai Mota Gur branch,Collect and download,Mordechai Gur / Yitzhak Rabin,902,14503,39.20000076,35.114801,32.706085,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,1,0,191,36,42587,Mordechai Gur / Yitzhak Rabin,Collect and download,Yitzhak Rabin / JNF,253,14756,39.66666794,35.116214,32.708023,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,1,0,191,37,42459,Yitzhak Rabin / JNF,Collect and download,KKL / The Valley,451,15207,40.86666489,35.115589,32.711337,Kiryat Tiv'on,Yitzhak Rabin,-
Superbus,The valleys,Yokneam,191,1,0,191,38,40907,KKL / The Valley,Collect and download,KKL / Yigal Alon,189,15396,41.61666489,35.117191,32.71211,Kiryat Tiv'on,KKL,59
Superbus,The valleys,Yokneam,191,1,0,191,39,46927,KKL / Yigal Alon,Collect and download,Kiryat Amal School / JNF,128,15524,42.13333511,35.118519,32.712346,Kiryat Tiv'on,KKL,47
Superbus,The valleys,Yokneam,191,1,0,191,40,41623,Kiryat Amal School / JNF,Collect and download,Zionism Square,367,15891,43.59999847,35.121704,32.710808,Kiryat Tiv'on,KKL,19
Superbus,The valleys,Yokneam,191,1,0,191,41,40913,Zionism Square,Collect and download,Kiryat Tivon Junction,365,16256,44.88333511,35.124966,32.711705,Kiryat Tiv'on,Alexander Zaid,3
Superbus,The valleys,Yokneam,191,1,0,191,42,43029,Kiryat Tivon Junction,Collect and download,Kiryat Amal Junction,83,16339,45.04999924,35.125712,32.711899,Kiryat Tiv'on,75,-
Superbus,The valleys,Yokneam,191,1,0,191,43,43023,Kiryat Amal Junction,Collect and download,Hashomerim Junction,474,16813,45.54999924,35.130743,32.71156,Kiryat Tiv'on,75,-
Superbus,The valleys,Yokneam,191,1,0,191,44,51536,Hashomerim Junction,Collect and download,Alonim Junction,733,17546,46.5,35.137662,32.7095,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,1,0,191,45,50458,Alonim Junction,Collect and download,Yishai Junction,547,18093,47.16666794,35.143448,32.708886,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,1,0,191,46,51659,Yishai Junction,Collect and download,Up Haunted / Hickinton,1375,19468,48.84999847,35.157901,32.707548,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,1,0,191,47,59885,Up Haunted / Hickinton,Collect and download,Commercial center / Ma'ale Shikma,711,20179,49.90000153,35.160255,32.704893,Ramat Yishai,Up the haunted,22
Superbus,The valleys,Yokneam,191,1,0,191,48,59886,Commercial center / Ma'ale Shikma,Collect and download,Ma'ale Shikma / Deborah Alley,227,20406,50.38333511,35.157972,32.705578,Ramat Yishai,Up the haunted,35
Superbus,The valleys,Yokneam,191,1,0,191,49,59887,Ma'ale Shikma / Deborah Alley,Collect and download,Up Shikma / Hikinton,202,20608,50.84999847,35.156949,32.704217,Ramat Yishai,Maale Shikma,57
Superbus,The valleys,Yokneam,191,1,0,191,50,59889,Up Shikma / Hikinton,Collect and download,Up Sycamore / Orchard Alley,269,20877,51.34999847,35.158298,32.702232,Ramat Yishai,Maale Shikma,31
Superbus,The valleys,Yokneam,191,1,0,191,51,59624,Up Sycamore / Orchard Alley,Collect and download,The Oak / Citrus Alley,361,21238,52.13333511,35.161509,32.700571,Ramat Yishai,Maale Shikma,7
Superbus,The valleys,Yokneam,191,1,0,191,52,53421,The Oak / Citrus Alley,Collect and download,Oak / Almond,202,21440,52.66666794,35.163173,32.699577,Ramat Yishai,The oak,99
Superbus,The valleys,Yokneam,191,1,0,191,53,53418,Oak / Almond,Collect and download,The oak / etrog,521,21961,53.79999924,35.168119,32.700861,Ramat Yishai,The oak,44
Superbus,The valleys,Yokneam,191,1,0,191,54,53419,The oak / etrog,Collect and download,The oak / cedar,440,22401,54.76666641,35.17059,32.7042,Ramat Yishai,The oak,25
Superbus,The valleys,Yokneam,191,1,0,191,55,51856,The oak / cedar,Collect and download,Ramat Yishai Industrial Area,245,22646,55.29999924,35.171624,32.706132,Ramat Yishai,The oak,5
Superbus,The valleys,Yokneam,191,1,0,191,56,59618,Ramat Yishai Industrial Area,Download Only,-,526,23172,56.66666794,35.174175,32.708316,Ramat Yishai,The oak grove,-
Superbus,The valleys,Yokneam,191,2,0,191,1,59618,Ramat Yishai Industrial Area,Collect only,The pine / cedar,0,0,0,35.174175,32.708316,Ramat Yishai,The oak grove,-
Superbus,The valleys,Yokneam,191,2,0,191,2,59619,The pine / cedar,Collect and download,Cultural Center / Cedar,1017,1017,2.866666555,35.169966,32.704913,Ramat Yishai,Cedar,14
Superbus,The valleys,Yokneam,191,2,0,191,3,52508,Cultural Center / Cedar,Collect and download,Ma'ale Shikma / Ha'arz,422,1439,3.799999952,35.166894,32.702235,Ramat Yishai,Cedar,46
Superbus,The valleys,Yokneam,191,2,0,191,4,52510,Ma'ale Shikma / Ha'arz,Collect and download,Ma'ale Shikma / The Daisies,546,1985,4.983333111,35.161942,32.700326,Ramat Yishai,Maale Shikma,3
Superbus,The valleys,Yokneam,191,2,0,191,5,59888,Ma'ale Shikma / The Daisies,Collect and download,Up the haunted / poppies,482,2467,6.033333302,35.157704,32.702563,Ramat Yishai,Maale Shikma,32
Superbus,The valleys,Yokneam,191,2,0,191,6,59890,Up the haunted / poppies,Collect and download,Rehabilitation / Ma'ale HaDoruf,519,2986,7.166666508,35.159114,32.705227,Ramat Yishai,Up the haunted,29
Superbus,The valleys,Yokneam,191,2,0,191,7,52504,Rehabilitation / Ma'ale HaDoruf,Collect and download,Ramat Yishai West Junction,271,3257,7.683333397,35.161419,32.704911,Ramat Yishai,Rehabilitation,7
Superbus,The valleys,Yokneam,191,2,0,191,8,51657,Ramat Yishai West Junction,Collect and download,Yishai Junction,227,3484,8.383333206,35.16184,32.706557,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,2,0,191,9,51658,Yishai Junction,Collect and download,Alonim Junction,821,4305,9.516666412,35.153518,32.708698,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,2,0,191,10,54198,Alonim Junction,Collect and download,Hashomerim Junction,1069,5374,10.98333359,35.142181,32.709165,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,2,0,191,11,43024,Hashomerim Junction,Collect and download,Kiryat Amal Junction,585,5959,11.5666666,35.136,32.709856,Jezreel Valley,75,-
Superbus,The valleys,Yokneam,191,2,0,191,12,43025,Kiryat Amal Junction,Collect and download,Zionism Square,573,6532,12.05000019,35.130766,32.711694,Kiryat Tiv'on,75,-
Superbus,The valleys,Yokneam,191,2,0,191,13,41824,Zionism Square,Collect and download,JNF / Rabin,637,7169,13.08333302,35.124548,32.711643,Kiryat Tiv'on,Yitzhak Rabin,-
Superbus,The valleys,Yokneam,191,2,0,191,14,41624,JNF / Rabin,Collect and download,Kiryat Amal School / JNF,101,7270,13.4333334,35.123626,32.711396,Kiryat Tiv'on,KKL,4
Superbus,The valleys,Yokneam,191,2,0,191,15,41625,Kiryat Amal School / JNF,Collect and download,Kakel / Yigal Alon,179,7449,14.13333321,35.121919,32.710757,Kiryat Tiv'on,KKL,14
Superbus,The valleys,Yokneam,191,2,0,191,16,40909,Kakel / Yigal Alon,Collect and download,KKL / The Valley,368,7817,15.38333321,35.118858,32.712333,Kiryat Tiv'on,KKL,40
Superbus,The valleys,Yokneam,191,2,0,191,17,40908,KKL / The Valley,Collect and download,Yitzhak Rabin / Yitzhak Sadeh,235,8052,16.56666756,35.116435,32.711913,Kiryat Tiv'on,KKL,68
Superbus,The valleys,Yokneam,191,2,0,191,18,42168,Yitzhak Rabin / Yitzhak Sadeh,Collect and download,Mordechai Gur / Yitzhak Rabin,327,8379,17.58333397,35.115914,32.709938,Kiryat Tiv'on,Yitzhak Rabin,15
Superbus,The valleys,Yokneam,191,2,0,191,19,42584,Mordechai Gur / Yitzhak Rabin,Collect and download,Kfar Tikva / Mordechai Mota Gur branch,261,8640,18.14999962,35.116087,32.707848,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,2,0,191,20,47040,Kfar Tikva / Mordechai Mota Gur branch,Collect and download,Rotem / The Rubber,314,8954,18.83333397,35.114325,32.705447,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,2,0,191,21,42604,Rotem / The Rubber,Collect and download,Rotem / The Colorful,859,9813,20.71666718,35.11063,32.699948,Kiryat Tiv'on,Rotem,25
Superbus,The valleys,Yokneam,191,2,0,191,22,46931,Rotem / The Colorful,Collect and download,Rotem / Deborah the prophetess,142,9955,21.01666641,35.109116,32.699925,Kiryat Tiv'on,Rotem,-
Superbus,The valleys,Yokneam,191,2,0,191,23,42443,Rotem / Deborah the prophetess,Collect and download,Herzl / Nahal Kedumim,252,10207,21.56666756,35.106431,32.699848,Kiryat Tiv'on,Rotem,1
Superbus,The valleys,Yokneam,191,2,0,191,24,46936,Herzl / Nahal Kedumim,Collect and download,Herzl b,140,10347,22.04999924,35.106326,32.698992,Kiryat Tiv'on,Nahal Kedumim,-
Superbus,The valleys,Yokneam,191,2,0,191,25,42590,Herzl b,Collect and download,Herzl b,299,10646,23.25,35.107391,32.696552,Kiryat Tiv'on,Benjamin Ze'ev Herzl,26
Superbus,The valleys,Yokneam,191,2,0,191,26,47995,Herzl b,Collect and download,Herzl / Henrietta Szold,225,10871,24.14999962,35.107982,32.694585,Kiryat Tiv'on,Benjamin Ze'ev Herzl,44
Superbus,The valleys,Yokneam,191,2,0,191,27,46935,Herzl / Henrietta Szold,Collect and download,Community Center / Henrietta Szold,284,11155,25.28333282,35.108908,32.692148,Kiryat Tiv'on,Benjamin Ze'ev Herzl,68
Superbus,The valleys,Yokneam,191,2,0,191,28,41928,Community Center / Henrietta Szold,Collect and download,Ma'ale Avshalom / Colorful,212,11367,25.89999962,35.109579,32.690562,Kiryat Tiv'on,Henrietta Szold,14
Superbus,The valleys,Yokneam,191,2,0,191,29,42591,Ma'ale Avshalom / Colorful,Collect and download,'Ma'ale Avshalom a,333,11700,26.83333397,35.111034,32.690626,Kiryat Tiv'on,Ma'ale Avshalom,10
Superbus,The valleys,Yokneam,191,2,0,191,30,46933,'Ma'ale Avshalom a,Collect and download,'Ma'ale Avshalom b,223,11923,27.71666718,35.110988,32.692363,Kiryat Tiv'on,Ma'ale Avshalom,18
Superbus,The valleys,Yokneam,191,2,0,191,31,42592,'Ma'ale Avshalom b,Collect and download,'Ma'ale Avshalom c,115,12038,28.18333244,35.11028,32.693197,Kiryat Tiv'on,Ma'ale Avshalom,30
Superbus,The valleys,Yokneam,191,2,0,191,32,46932,'Ma'ale Avshalom c,Collect and download,'Ma'ale Avshalom d,326,12364,29.48333359,35.10919,32.695945,Kiryat Tiv'on,Ma'ale Avshalom,50
Superbus,The valleys,Yokneam,191,2,0,191,33,46929,'Ma'ale Avshalom d,Collect and download,'Ma'ale Avshalom and,246,12610,30.35000038,35.110111,32.697686,Kiryat Tiv'on,Ma'ale Avshalom,60
Superbus,The valleys,Yokneam,191,2,0,191,34,46928,'Ma'ale Avshalom and,Collect and download,Kfar Tikva / Mordechai Mota Gur branch,397,13007,32.06666565,35.11222,32.700552,Kiryat Tiv'on,Ma'ale Avshalom,-
Superbus,The valleys,Yokneam,191,2,0,191,35,47039,Kfar Tikva / Mordechai Mota Gur branch,Collect and download,Mordechai Gur / Yitzhak Rabin,902,13909,34.51666641,35.114801,32.706085,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,2,0,191,36,42587,Mordechai Gur / Yitzhak Rabin,Collect and download,Yitzhak Rabin / JNF,252,14161,34.98333359,35.116214,32.708023,Kiryat Tiv'on,Mordechai Mota Gur,-
Superbus,The valleys,Yokneam,191,2,0,191,37,42459,Yitzhak Rabin / JNF,Collect and download,KKL / The Valley,451,14612,36.18333435,35.115589,32.711337,Kiryat Tiv'on,Yitzhak Rabin,-
Superbus,The valleys,Yokneam,191,2,0,191,38,40907,KKL / The Valley,Collect and download,KKL / Yigal Alon,190,14802,36.93333435,35.117191,32.71211,Kiryat Tiv'on,KKL,59
Superbus,The valleys,Yokneam,191,2,0,191,39,46927,KKL / Yigal Alon,Collect and download,Kiryat Amal School / JNF,128,14930,37.45000076,35.118519,32.712346,Kiryat Tiv'on,KKL,47
Superbus,The valleys,Yokneam,191,2,0,191,40,41623,Kiryat Amal School / JNF,Collect and download,Zionism Square,367,15297,38.91666794,35.121704,32.710808,Kiryat Tiv'on,KKL,19
Superbus,The valleys,Yokneam,191,2,0,191,41,40913,Zionism Square,Collect and download,Kiryat Tivon / Alonim Junction,365,15662,40.18333435,35.124966,32.711705,Kiryat Tiv'on,Alexander Zaid,3
Superbus,The valleys,Yokneam,191,2,0,191,42,41550,Kiryat Tivon / Alonim Junction,Collect and download,Oaks / Pomegranates,91,15753,40.61666489,35.125251,32.712488,Kiryat Tiv'on,The oaks,-
Superbus,The valleys,Yokneam,191,2,0,191,43,41640,Oaks / Pomegranates,Collect and download,Oaks / White Alley,304,16057,41.38333511,35.124775,32.715177,Kiryat Tiv'on,The oaks,-
Superbus,The valleys,Yokneam,191,2,0,191,44,40918,Oaks / White Alley,Collect and download,Pomegranate school,396,16453,42.21666718,35.126569,32.716866,Kiryat Tiv'on,The oaks,24
Superbus,The valleys,Yokneam,191,2,0,191,45,40919,Pomegranate school,Collect and download,Oaks / pool,233,16686,42.76666641,35.128895,32.71703,Kiryat Tiv'on,The oaks,46
Superbus,The valleys,Yokneam,191,2,0,191,46,40920,Oaks / pool,Collect and download,Alonim / Ben Gurion Square,221,16907,43.23333359,35.129594,32.718814,Kiryat Tiv'on,The oaks,64
Superbus,The valleys,Yokneam,191,2,0,191,47,40922,Alonim / Ben Gurion Square,Collect and download,Almonds / Goddess,398,17305,44.11666489,35.130334,32.722097,Kiryat Tiv'on,Ben Gurion Square,-
Superbus,The valleys,Yokneam,191,2,0,191,48,40923,Almonds / Goddess,Collect and download,Almonds / Violets,378,17683,44.84999847,35.133575,32.723715,Kiryat Tiv'on,The almonds,4
Superbus,The valleys,Yokneam,191,2,0,191,49,40924,Almonds / Violets,Collect and download,String / Almond School,323,18006,45.63333511,35.135887,32.725658,Kiryat Tiv'on,The almonds,18
Superbus,The valleys,Yokneam,191,2,0,191,50,47274,String / Almond School,Collect and download,Almonds / Roses,199,18205,46.04999924,35.13777,32.726372,Kiryat Tiv'on,The almonds,34
Superbus,The valleys,Yokneam,191,2,0,191,51,40928,Almonds / Roses,Collect and download,Almonds / Ramat Hadassah,286,18491,46.65000153,35.14056,32.727192,Kiryat Tiv'on,The almonds,52
Superbus,The valleys,Yokneam,191,2,0,191,52,40929,Almonds / Ramat Hadassah,Collect and download,Ramat Tivon Square,349,18840,47.5,35.143809,32.7286,Kiryat Tiv'on, ,-
Superbus,The valleys,Yokneam,191,2,0,191,53,42186,Ramat Tivon Square,Collect and download,Landscape / exit,322,19162,48.23333359,35.145063,32.731062,Kiryat Tiv'on,7515,-
Superbus,The valleys,Yokneam,191,2,0,191,54,59657,Landscape / exit,Download Only,-,4437,23599,57.61666489,35.149558,32.754798,Scenic,The Galilee,16
Superbus,The valleys,Afula,193,1,0,193,1,55326,Yitzhak Rabin / David Elazar,Collect only,-,0,0,0,35.320928,32.626094,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,193,1,0,193,2,55557,Yitzhak Rabin / Shufersal Boulevard,Collect and download,-,552,552,0.633333325,35.316624,32.622809,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,193,1,0,193,3,55048,Valley Hospital,Collect and download,-,250,802,0.983333349,35.314292,32.621714,Afula,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Afula,193,1,0,193,4,58866,Kfir Brigade / Municipal Park,Collect and download,-,772,1575,3.450000048,35.311156,32.617223,Afula,Kfir Brigade,13
Superbus,The valleys,Afula,193,1,0,193,5,56138,Jezreel District Boulevard / Kfir Brigade,Collect and download,-,301,1877,4.516666889,35.311161,32.615042,Afula,Jezreel District Boulevard,13
